price,m2_price,square,rooms,district,micro_district,building_type,condition,floor/floors
61500,1183,52,1,1,0,2,7,0.3333333333333333
67500,1107,61,3,3,3,3,5,0.1111111111111111
67200,1200,56,свободная планировка,1,0,2,3,0.2
74000,1237,60,1,3,0,2,7,0.625
55500,1261,44,2,3,2,1,5,0.8333333333333334
55000,1058,52,2,0,3,3,4,0.7777777777777778
54500,1090,50,2,3,1,3,4,0.2
52000,1040,50,2,0,2,3,4,0.8
52000,1000,52,2,0,1,3,4,0.1111111111111111
60000,1034,58,3,3,1,3,4,1.0
42000,1135,37,1,1,1,1,7,0.8571428571428571
54500,940,58,2,0,2,3,4,0.2
45000,703,64,1,1,1,2,3,0.8333333333333334
58000,1018,57,3,0,1,1,5,0.8
65000,1275,51,2,2,2,1,7,0.8888888888888888
55000,1250,44,1,1,0,1,7,0.7692307692307693
30000,682,44,1,2,0,3,3,0.2222222222222222
40000,1111,36,1,1,3,3,5,0.4444444444444444
52000,1083,48,2,1,2,3,5,1.0
38000,927,41,1,1,0,2,3,1.0
40000,1081,37,1,1,1,3,7,0.8571428571428571
60000,896,67,2,0,1,3,7,1.0
55000,1250,44,1,1,4,1,7,0.8333333333333334
39000,1054,37,1,1,1,2,7,0.8571428571428571
56000,889,63,2,3,0,1,7,0.1111111111111111
40000,1176,34,1,0,1,3,7,0.8333333333333334
33500,931,36,1,2,1,1,5,0.2
46500,1094,42,2,3,2,1,5,0.75
59500,1240,48,2,1,2,3,5,0.2
43700,1092,40,1,0,3,1,7,1.0
133380,780,171,4,2,1,2,7,0.9
48000,1297,37,1,2,2,1,7,0.3076923076923077
81000,1038,78,2,1,3,1,7,0.16666666666666666
102810,690,149,3,2,2,1,7,0.3
119600,1040,115,3,2,3,1,7,0.7692307692307693
75000,1087,69,2,0,2,1,7,0.4
82500,1231,67,2,1,2,2,7,1.0
38000,1086,35,1,1,2,3,7,0.8888888888888888
56000,1143,49,2,1,1,2,5,0.125
70000,979,72,2,2,2,1,7,0.4
80000,1000,80,3,3,1,1,4,1.0
96500,1060,91,3,2,1,1,7,1.0
40000,1026,39,1,1,1,1,3,0.6
225000,1364,165,6 и более,2,3,1,5,0.75
55500,1110,50,2,1,4,3,4,1.0
155000,767,202,5,3,1,1,7,0.8333333333333334
62000,1069,58,3,1,2,3,5,1.0
100000,1299,77,3,1,2,1,5,0.5454545454545454
80000,1333,60,3,0,0,3,5,0.1111111111111111
39700,1168,34,1,2,2,2,5,0.5555555555555556
115000,1402,82,2,1,0,2,7,0.375
78000,1147,68,3,1,2,3,7,0.2222222222222222
60000,1200,50,2,2,3,1,5,0.6
78000,757,103,3,1,0,2,3,0.9090909090909091
64900,1030,63,3,2,4,1,4,0.7777777777777778
42500,1371,31,1,1,0,3,5,0.5
39000,1054,37,1,1,1,1,7,0.42857142857142855
68000,1133,60,2,1,1,1,7,0.14285714285714285
77500,1192,65,3,1,2,3,7,0.2222222222222222
125000,1263,99,3,3,1,1,7,0.8333333333333334
38000,1118,34,1,1,2,3,4,0.7777777777777778
46500,969,48,1,1,2,3,5,0.6666666666666666
37500,938,40,1,0,2,3,5,0.2
62370,810,77,2,2,1,2,7,0.7
59000,1089,54,1,1,0,2,3,0.5
98000,1167,84,2,3,1,2,7,0.5
88000,1467,60,1,3,1,2,3,0.7142857142857143
48500,1128,43,2,3,1,3,4,0.5
48500,1054,46,2,1,2,3,4,0.75
182000,1767,103,3,1,0,1,7,0.5
68500,993,69,3,0,3,3,7,0.2
89000,890,100,4,0,3,3,7,0.8888888888888888
165000,1701,97,2,0,0,2,7,0.8333333333333334
30000,577,52,1,3,0,1,7,0.6
85000,1000,85,2,1,0,2,3,0.5
73750,1250,59,2,1,0,2,3,0.9285714285714286
43200,900,48,1,3,0,1,7,0.7333333333333333
48500,1102,44,2,0,1,3,4,0.4
43200,789,55,2,2,0,1,3,0.8571428571428571
180000,1731,104,3,1,0,2,7,0.5
56000,1302,43,2,1,2,3,7,1.0
82000,1000,82,4,2,4,2,7,0.2
75780,902,84,2,1,0,2,3,0.7142857142857143
68500,979,70,2,1,2,1,7,0.3
80000,964,83,3,1,1,2,7,0.1111111111111111
49800,859,58,1,1,0,1,7,1.0
66500,978,68,2,0,0,1,7,0.5454545454545454
61500,1060,58,3,1,2,3,4,0.25
315600,1200,263,6 и более,1,0,1,3,0.35714285714285715
110400,1200,92,2,1,0,1,3,0.2857142857142857
150000,1200,125,3,1,2,1,3,0.21428571428571427
94800,1200,79,2,1,0,1,3,0.7857142857142857
50000,962,52,2,0,0,2,5,0.1111111111111111
82500,1231,67,2,1,2,2,7,0.9230769230769231
23000,1000,23,1,0,2,1,4,0.5
54000,1151,47,1,0,2,2,7,0.46153846153846156
56000,1273,44,2,3,2,1,7,0.8333333333333334
37500,1071,35,1,1,2,3,7,0.8888888888888888
66500,1090,61,3,3,1,3,7,0.1111111111111111
82000,1114,74,2,1,0,1,7,0.9166666666666666
110000,1078,102,3,1,0,1,7,0.8
69500,1022,68,3,2,2,3,4,0.5555555555555556
62000,1000,62,1,1,0,2,7,0.8666666666666667
37500,1071,35,1,1,2,3,4,0.1111111111111111
75500,1198,63,3,1,2,1,5,0.8333333333333334
38500,962,40,2,0,1,1,7,0.3333333333333333
76000,752,101,3,1,0,2,3,0.5625
49000,875,56,1,1,0,2,3,0.4444444444444444
75000,1087,69,2,0,0,2,7,0.4
34800,596,58,2,1,0,2,3,0.6
58500,1009,58,3,1,2,3,4,1.0
101460,890,114,3,1,0,3,3,0.7857142857142857
55000,1222,45,1,1,0,1,7,0.3
85000,1012,84,2,1,0,2,7,0.9166666666666666
28300,832,34,1,2,0,1,5,0.6666666666666666
64500,1040,62,3,1,1,3,7,1.0
79800,1036,77,2,2,0,2,5,0.8
72000,1000,72,3,3,1,3,5,0.5555555555555556
15800,929,17,1,3,1,1,5,0.5
98000,933,105,4,1,0,3,7,0.23076923076923078
63900,1121,57,2,1,0,2,5,0.8
72000,1200,60,2,1,1,1,5,0.75
103600,700,148,3,2,2,2,3,0.4
70500,807,87,2,1,0,1,7,0.8
62000,1107,56,2,1,0,1,7,0.6666666666666666
64900,1139,57,2,1,0,2,7,0.9
30000,638,47,1,2,0,2,7,1.0
51500,1170,44,1,1,4,3,7,1.0
54500,790,69,2,2,2,2,7,0.9285714285714286
75500,1020,74,4,2,4,1,5,1.0
36000,918,39,2,3,0,2,4,0.5
34960,760,46,1,1,0,2,0,0.8333333333333334
57760,760,76,2,1,0,2,0,0.5
78000,1238,63,2,2,4,2,4,0.8
65000,1250,52,1,2,4,2,7,0.4
130000,1226,106,3,1,2,2,5,0.2
150000,806,186,5,1,0,2,3,1.0
105000,833,126,4,3,4,1,7,0.8
41000,554,74,3,3,1,2,3,0.2
48000,762,63,2,1,0,2,3,0.8125
42000,494,85,2,3,0,3,4,0.5
130000,1057,123,3,0,4,3,5,0.16666666666666666
83000,976,85,2,2,2,2,5,0.9166666666666666
63000,1086,58,3,1,2,3,4,0.6
47500,903,53,1,0,0,1,3,0.8888888888888888
95000,1188,80,2,3,3,2,7,0.4166666666666667
26000,605,43,2,3,1,1,4,1.0
48500,1054,46,2,1,2,3,7,0.75
56000,1037,54,2,2,2,3,7,0.7777777777777778
49500,971,51,2,1,1,1,7,0.5
42500,1417,30,1,1,0,3,4,0.5
67000,1196,56,2,1,1,1,7,0.2
69500,979,71,2,2,2,1,7,0.4
22000,550,40,1,0,4,2,3,1.0
66500,831,80,3,1,0,2,3,1.0
163000,1772,92,2,3,1,2,7,0.4666666666666667
179000,1584,113,2,3,1,2,7,0.23076923076923078
117000,818,143,4,3,1,1,5,1.0
77000,1013,76,2,1,2,3,5,1.0
83500,1046,80,3,1,4,3,5,0.1111111111111111
83000,1221,68,3,1,2,1,7,1.0
49500,1062,47,2,0,1,1,4,0.6
110000,902,122,4,1,0,2,7,1.0
66500,831,80,2,1,2,2,7,0.8571428571428571
85000,1133,75,2,1,2,1,7,0.5555555555555556
80500,915,88,4,2,4,1,7,1.0
52800,1148,46,2,1,3,3,7,0.25
45300,1079,42,2,1,2,1,7,1.0
115000,1278,90,3,1,2,1,7,0.5
129200,850,152,4,1,0,2,7,0.7857142857142857
53500,973,55,2,2,2,1,7,0.3
59000,1000,59,3,1,2,3,7,0.25
78000,1054,74,4,1,4,3,4,1.0
49500,1238,40,1,3,2,2,5,0.8333333333333334
82500,1179,70,2,1,2,1,7,0.2222222222222222
56500,1177,48,2,0,3,3,7,0.8
49000,925,53,1,1,0,2,3,0.6666666666666666
116000,928,125,3,3,1,1,7,0.4444444444444444
52000,1156,45,1,1,2,3,7,0.5555555555555556
53500,1092,49,1,2,1,2,5,0.9
47000,1000,47,1,1,0,2,7,0.8333333333333334
52500,1141,46,1,1,0,1,5,0.6666666666666666
61000,953,64,3,1,2,3,7,0.5
79800,1535,52,2,1,2,2,7,0.5
85500,1155,74,2,1,2,2,7,0.7
112000,1087,103,3,1,0,2,7,1.0
46500,1081,43,1,2,0,1,5,0.1111111111111111
43500,1359,32,1,1,2,3,4,0.6
83000,965,86,2,1,3,2,7,1.0
41500,1297,32,1,1,2,3,4,1.0
38500,1132,34,1,1,2,3,4,0.1111111111111111
41500,1221,34,1,2,2,3,5,0.4444444444444444
34500,1078,32,1,3,2,1,1,0.5
76500,1234,62,3,3,0,3,5,1.0
81500,948,86,3,2,4,1,5,1.0
69500,1158,60,3,3,1,1,5,1.0
66500,1073,62,3,0,2,3,4,0.2
65500,1056,62,3,0,3,3,5,0.2
79500,1282,62,3,3,1,3,5,0.2222222222222222
66500,1073,62,3,0,3,3,5,0.7777777777777778
66500,1073,62,3,3,1,3,5,0.7777777777777778
66500,1039,64,3,2,4,1,4,0.8
61500,1060,58,3,3,4,1,1,0.6
56500,1177,48,2,0,3,3,4,0.8
48500,1128,43,2,3,1,1,5,1.0
49500,1100,45,2,2,4,1,5,1.0
61500,1183,52,2,0,3,3,5,0.7777777777777778
55500,1291,43,2,1,2,3,5,0.75
56500,1314,43,2,1,2,3,4,0.75
54500,1329,41,1,0,2,2,5,1.0
53500,1486,36,1,0,3,3,5,0.2222222222222222
43500,1359,32,1,3,0,3,4,0.2
41500,1221,34,1,0,3,3,5,0.7777777777777778
41500,1383,30,1,3,1,1,5,0.6
46500,1257,37,1,1,2,1,5,0.5
86500,1352,64,3,3,0,3,5,0.6666666666666666
62500,1078,58,3,2,4,3,4,0.8
51500,888,58,3,3,1,3,1,1.0
68500,1022,67,2,1,3,1,5,0.8333333333333334
76500,1177,65,2,1,0,1,5,0.3333333333333333
64500,1008,64,2,1,0,2,5,0.75
43500,1012,43,2,0,0,3,4,1.0
57500,958,60,3,1,2,1,4,1.0
54500,1267,43,2,1,2,3,4,1.0
58500,944,62,3,1,2,3,5,0.6666666666666666
155000,775,200,4,1,2,1,7,0.8571428571428571
46500,1107,42,2,3,1,1,5,0.25
46500,1081,43,2,1,3,3,5,0.4
35500,1044,34,1,0,2,3,4,0.7777777777777778
46500,1292,36,1,3,3,3,5,0.1111111111111111
39500,1234,32,1,0,3,3,4,1.0
54500,1135,48,2,1,2,3,5,1.0
51000,1186,43,2,1,3,3,4,0.5
50500,1174,43,2,0,3,3,4,0.4
51500,1120,46,2,2,3,1,7,0.8
40500,942,43,1,0,0,2,5,0.7777777777777778
72500,1169,62,3,3,3,3,5,0.1111111111111111
68500,1105,62,3,3,3,3,5,0.1111111111111111
61500,831,74,3,0,3,2,7,1.0
59500,1062,56,3,3,1,1,5,0.75
47000,979,48,1,1,0,3,7,1.0
64000,985,65,2,2,1,1,4,0.6666666666666666
56000,1302,43,1,1,2,2,7,0.2727272727272727
82500,1213,68,2,1,2,1,7,0.9
51500,1030,50,2,3,0,1,5,0.5
47000,870,54,3,2,1,1,5,0.8
46500,1162,40,1,0,1,1,5,0.9090909090909091
120000,1143,105,5,3,4,1,5,0.8333333333333334
63000,797,79,2,2,1,2,3,0.5714285714285714
93000,715,130,4,3,4,1,5,0.875
66000,1031,64,2,1,1,1,5,0.6666666666666666
60000,1176,51,2,1,3,1,7,0.4
31000,721,43,3,2,2,1,4,1.0
115000,1198,96,3,3,1,2,7,1.0
69000,1113,62,3,0,3,3,5,0.2
48500,851,57,2,2,2,2,3,0.9285714285714286
69800,943,74,3,2,1,1,5,0.5
55500,957,58,3,1,2,3,7,1.0
106500,1183,90,3,1,0,2,7,0.25
60000,968,62,3,0,2,3,4,0.4
85500,855,100,2,1,0,3,3,0.21428571428571427
42500,1288,33,1,1,2,3,7,0.2
52000,1300,40,1,2,1,2,5,0.16666666666666666
32500,903,36,1,2,1,2,5,0.5
32500,903,36,1,2,1,2,4,0.5
74000,1104,67,3,1,2,1,7,0.8333333333333334
285000,1425,200,4,3,1,1,7,0.7692307692307693
32500,903,36,1,2,1,2,7,0.5
170000,1259,135,3,3,4,2,7,0.38461538461538464
86000,896,96,4,1,3,2,3,0.9166666666666666
41500,1297,32,1,1,2,3,5,1.0
88000,1294,68,3,1,4,3,7,0.3333333333333333
55400,1065,52,2,0,3,3,4,0.8
48200,1004,48,2,1,2,3,4,0.25
48500,1054,46,2,3,1,3,1,0.5
91500,1144,80,3,0,3,1,7,0.8333333333333334
61000,1052,58,3,0,2,2,4,1.0
95000,783,121,3,1,0,2,3,0.5
150000,893,168,3,1,0,1,7,0.9
14000,1167,12,1,3,0,1,4,1.0
106000,930,114,3,0,1,1,7,1.0
32500,903,36,1,2,0,1,5,0.45454545454545453
135000,1038,130,3,1,3,1,7,0.7
87454,780,112,4,2,0,2,7,0.46153846153846156
39500,915,43,1,1,0,2,7,0.75
83881,780,108,3,1,0,2,7,0.6
59342,780,76,2,1,0,2,7,0.75
36500,793,46,1,1,0,2,7,0.8
39000,867,45,1,1,0,2,3,0.9285714285714286
78000,975,80,2,1,0,2,3,0.9166666666666666
83640,680,123,4,1,0,2,3,0.9285714285714286
78000,1068,73,2,3,3,2,7,0.2
47000,870,54,3,2,1,1,4,0.8
51000,1214,42,1,0,4,1,7,0.7777777777777778
30000,833,36,1,3,0,1,7,0.6666666666666666
77000,1013,76,2,1,0,2,7,0.75
144300,1300,111,3,1,2,2,7,0.8
240500,1300,185,4,1,2,2,7,0.4666666666666667
69500,799,87,3,3,1,2,3,0.8
94000,783,120,3,2,3,2,7,0.9285714285714286
75200,874,86,2,1,0,2,3,0.5
87000,1192,73,2,1,0,2,3,0.9
67000,779,86,2,1,0,2,7,0.5
174500,1322,132,4,2,3,2,7,0.6
97000,1032,94,3,2,2,2,7,0.46153846153846156
89000,1060,84,3,1,0,2,7,1.0
97000,776,125,3,1,2,2,7,1.0
54000,783,69,2,2,2,2,7,0.9285714285714286
39000,750,52,1,2,3,2,3,0.8
89700,1150,78,2,1,0,2,3,0.35714285714285715
100000,1250,80,2,1,0,2,3,0.35714285714285715
48000,1200,40,2,3,1,1,5,0.25
73750,1250,59,1,1,0,2,7,0.5
64000,955,67,2,1,0,3,5,0.1111111111111111
31720,650,49,1,0,1,1,7,0.9375
75330,930,81,3,1,2,2,7,0.3076923076923077
80000,800,100,3,1,0,1,7,1.0
69500,799,87,3,3,1,2,3,0.5333333333333333
99696,670,149,3,2,2,1,7,0.3
67000,974,69,3,0,3,3,7,0.2
39000,1393,28,1,0,2,1,5,0.5
48000,873,55,1,2,3,2,7,0.75
29250,650,45,1,2,2,3,3,0.2222222222222222
189000,969,195,4,1,4,2,7,0.25
39000,1345,29,1,0,2,1,5,0.5
205000,1289,159,4,2,3,2,3,0.9230769230769231
57500,913,63,3,0,2,3,5,1.0
36000,783,46,1,1,0,2,7,0.25
57750,750,77,2,1,0,2,7,0.4166666666666667
62400,800,78,2,2,1,2,7,0.7857142857142857
60060,770,78,2,1,0,1,3,0.4166666666666667
65450,850,77,3,2,4,1,3,1.0
66700,1150,58,1,1,0,1,7,0.42857142857142855
67860,780,87,3,3,1,1,3,0.8
77040,720,107,4,1,0,1,3,0.21428571428571427
113400,900,126,4,1,0,1,7,0.8571428571428571
193000,1508,128,3,1,0,1,3,0.25
48100,650,74,3,2,0,2,3,0.06666666666666667
49640,680,73,2,1,0,2,3,0.9375
63000,1189,53,2,1,0,3,4,0.2222222222222222
199800,900,222,4,1,0,1,3,1.0
45000,600,75,3,0,2,1,3,0.3333333333333333
110000,1100,100,3,1,0,1,3,0.2857142857142857
28700,776,37,1,1,0,2,3,0.25
77250,750,103,3,1,0,2,7,0.21428571428571427
52700,850,62,2,2,4,1,3,1.0
35500,826,43,1,1,0,2,3,0.8571428571428571
60000,857,70,3,1,1,1,7,0.25
35280,840,42,1,1,0,1,7,0.8571428571428571
45500,669,68,2,0,1,2,3,0.16666666666666666
112000,991,113,3,1,0,2,7,0.3333333333333333
252000,1626,155,4,2,2,1,7,0.8571428571428571
235000,677,347,5,3,4,1,7,0.9
200000,1515,132,3,3,1,2,3,0.21428571428571427
95000,1234,77,2,3,4,2,3,0.625
93800,977,96,2,1,0,2,3,0.75
165000,1250,132,4,1,0,2,3,0.875
84200,1153,73,2,1,0,2,3,0.9
73730,730,101,3,1,0,2,3,0.5625
59000,756,78,2,1,0,2,3,0.7142857142857143
119600,1150,104,3,1,0,2,3,0.75
500000,1250,400,6 и более,1,0,2,7,1.0
37400,1039,36,1,2,1,1,7,0.1111111111111111
53500,1029,52,2,3,1,1,7,0.2
47500,880,54,2,1,0,2,3,0.9285714285714286
17500,972,18,1,1,0,1,7,0.6
49800,1158,43,1,1,4,1,7,0.4444444444444444
55500,974,57,3,0,1,1,5,0.6
72300,1130,64,2,1,3,1,7,0.4166666666666667
48700,1059,46,2,1,2,2,4,0.75
55400,1065,52,2,0,3,1,7,0.8
82800,963,86,2,1,3,2,7,0.9090909090909091
29040,660,44,1,0,0,2,3,0.9375
53900,1147,47,2,2,3,1,7,1.0
77700,1160,67,2,1,3,2,7,1.0
75000,915,82,3,0,0,3,7,0.6666666666666666
76500,1234,62,5,1,2,1,7,0.8333333333333334
66800,795,84,3,2,1,1,7,0.8333333333333334
58600,888,66,2,2,1,1,7,0.9
86100,820,105,3,1,0,2,7,1.0
40000,1143,35,1,0,3,1,7,1.0
59600,1146,52,2,0,3,1,7,0.8
55600,704,79,2,2,2,3,7,1.0
37900,715,53,1,2,2,3,7,1.0
48000,1171,41,1,2,2,3,7,0.6666666666666666
36500,1014,36,2,1,0,1,7,0.8
46600,879,53,2,2,1,1,7,0.8888888888888888
50000,1163,43,1,1,0,2,4,0.4
50000,500,100,3,3,0,1,3,1.0
39000,1300,30,1,3,2,1,5,0.25
43000,1344,32,1,2,4,3,5,1.0
52000,1106,47,2,2,3,1,5,1.0
51300,900,57,2,2,2,1,7,0.4
100000,1250,80,свободная планировка,3,3,2,3,0.08333333333333333
78000,1068,73,2,3,3,2,7,0.16666666666666666
41000,1171,35,1,2,2,3,5,1.0
57500,1085,53,2,1,0,3,3,0.9285714285714286
83250,1110,75,2,1,0,2,7,0.4444444444444444
101500,681,149,3,2,2,2,3,0.3
115000,1643,70,2,1,0,2,7,0.7142857142857143
59500,1026,58,3,1,2,3,5,0.75
56500,911,62,3,1,4,3,1,1.0
122000,1017,120,3,2,3,1,5,0.2
240000,920,261,3,1,0,1,5,1.0
50000,1163,43,1,1,0,2,5,0.4
42500,1328,32,1,1,2,3,5,0.25
52500,1382,38,1,2,1,2,5,0.16666666666666666
64500,1112,58,3,3,1,3,5,0.6
107000,1039,103,3,1,0,2,7,1.0
59500,1240,48,2,0,3,3,5,0.4
50000,1163,43,2,1,0,3,4,0.5
70500,1119,63,2,3,1,2,7,0.4166666666666667
55000,846,65,2,3,1,2,7,0.8333333333333334
36000,1000,36,1,0,2,3,7,0.5555555555555556
46500,1292,36,1,1,2,3,5,0.5555555555555556
56500,1569,36,1,3,0,3,5,0.7777777777777778
56000,1167,48,2,3,0,1,5,0.8
50500,1202,42,2,3,1,1,4,0.5
50500,1174,43,2,3,0,3,4,1.0
39500,1097,36,1,1,0,3,1,1.0
46500,1368,34,1,1,2,3,5,0.2
39500,919,43,2,0,0,3,4,1.0
41000,932,44,1,1,0,3,5,0.6666666666666666
312000,1000,312,4,1,2,1,7,0.6666666666666666
43000,1265,34,1,2,4,3,5,0.4
56500,1108,51,2,0,1,1,5,0.6666666666666666
61500,1060,58,3,1,2,3,5,0.75
42000,1312,32,1,0,2,3,1,0.2
43500,1208,36,1,2,4,1,5,0.6
40500,1266,32,1,1,2,3,4,0.75
92500,881,105,3,1,0,1,3,0.8571428571428571
77000,939,82,4,0,3,2,7,0.6666666666666666
46000,1000,46,1,0,3,3,5,1.0
52300,781,67,2,1,0,2,7,0.25
126000,869,145,3,3,1,1,7,0.4444444444444444
141000,1052,134,4,3,4,2,7,0.25
56500,1177,48,2,0,3,3,5,0.8
109000,1282,85,2,3,4,2,7,0.7
80000,1000,80,3,2,1,1,7,0.6666666666666666
61000,1220,50,2,1,2,3,7,0.6
56500,1177,48,2,0,2,3,5,0.2
61000,1052,58,3,1,2,3,7,0.5
38800,1176,33,1,1,2,1,7,0.4
85000,1328,64,3,1,2,1,7,0.6
98500,1173,84,2,3,1,2,7,0.5
55000,1250,44,2,2,3,2,7,0.8333333333333334
32000,582,55,2,1,0,2,7,0.7
61750,950,65,2,1,0,1,3,0.21428571428571427
78000,1068,73,2,2,3,1,7,0.16666666666666666
77500,1270,61,2,3,4,2,7,0.42857142857142855
88000,1000,88,3,1,1,2,7,0.6
300000,1500,200,4,3,4,2,7,0.7692307692307693
82500,1162,71,2,1,2,2,7,0.2222222222222222
73200,915,80,2,2,1,2,7,0.3333333333333333
173000,828,209,5,1,4,1,7,0.9090909090909091
79800,1093,73,2,2,3,1,7,0.7
50000,1042,48,1,1,2,3,7,0.6666666666666666
45000,1286,35,1,2,4,3,5,0.4
59000,1204,49,1,1,0,2,7,0.8333333333333334
79000,1039,76,3,3,4,3,1,0.1111111111111111
65000,1121,58,3,1,2,3,7,0.5
71500,1051,68,2,0,4,1,7,1.0
105000,1019,103,3,1,2,2,7,1.0
42500,787,54,2,1,0,1,2,1.0
160000,1231,130,4,1,0,2,3,0.3125
112000,882,127,3,3,1,2,5,1.0
41000,820,50,1,1,0,1,5,0.25
82720,880,94,3,1,0,1,3,0.25
135000,1195,113,3,1,3,1,7,0.7
61000,772,79,2,1,0,2,3,0.4444444444444444
115000,1045,110,3,1,3,1,7,0.8333333333333334
99000,1065,93,2,1,0,2,7,0.6666666666666666
39500,1129,35,1,1,2,3,7,0.7777777777777778
56000,1037,54,1,2,2,2,7,0.7692307692307693
72000,1200,60,3,1,2,2,5,0.6
46500,989,47,2,1,2,3,5,0.25
39500,1234,32,1,3,1,1,1,1.0
69000,1000,69,3,0,3,3,7,0.2
165000,1269,130,3,2,3,1,7,0.2222222222222222
63000,969,65,3,0,2,3,7,0.4
71000,1014,70,3,3,3,3,7,1.0
103000,1392,74,3,3,3,1,7,0.2
69000,1045,66,2,2,0,1,7,0.1111111111111111
103000,1144,90,3,1,2,1,7,0.7
148000,1345,110,3,3,1,1,7,0.6666666666666666
54000,1125,48,1,3,1,2,7,0.7
54500,1329,41,1,1,0,1,7,0.3333333333333333
41500,1153,36,1,2,4,1,7,0.6
130000,1083,120,3,0,4,1,7,0.6666666666666666
46000,885,52,2,2,1,3,7,0.8888888888888888
72000,900,80,3,2,3,1,7,0.6666666666666666
152000,1169,130,4,1,0,2,3,0.3125
77000,1055,73,2,3,3,2,7,0.16666666666666666
39480,840,47,1,2,2,3,7,0.5714285714285714
53000,930,57,2,2,1,3,7,0.8888888888888888
118000,1017,116,4,3,4,2,7,0.9
77000,1013,76,3,0,1,1,7,0.6
58000,784,74,2,1,0,2,7,0.2222222222222222
135000,1262,107,3,2,3,2,7,0.5
48500,1128,43,1,1,0,2,7,0.5555555555555556
33600,600,56,2,1,0,2,7,0.8
61000,772,79,2,1,0,2,1,0.4444444444444444
36800,800,46,1,1,0,2,1,0.5
116048,921,126,4,1,0,2,5,0.75
175000,1190,147,3,2,2,2,5,0.3888888888888889
61000,1220,50,2,1,2,3,7,0.4
39480,840,47,1,2,2,2,3,0.5714285714285714
82000,872,94,2,1,3,1,5,0.9
43500,967,45,1,0,1,3,7,0.6666666666666666
66500,950,70,3,1,4,1,7,0.2
125000,833,150,3,1,2,1,7,0.6666666666666666
82950,790,105,3,1,0,2,3,0.8333333333333334
125000,1250,100,3,2,2,1,7,0.8333333333333334
58500,975,60,2,2,2,3,5,0.7777777777777778
56000,1217,46,1,0,2,2,7,0.46153846153846156
54000,1317,41,1,0,2,2,7,1.0
49000,1114,44,2,1,1,3,7,0.6666666666666666
75000,1071,70,3,1,4,3,5,0.4
72000,1108,65,2,3,3,2,7,0.7
79800,1535,52,1,1,2,2,7,0.5
59800,1031,58,3,1,2,3,1,1.0
37500,1136,33,1,2,2,1,7,0.2
85000,1214,70,2,1,2,2,7,0.2222222222222222
138000,1113,124,4,3,0,1,7,0.8
93000,930,100,3,2,2,2,7,0.7
47000,979,48,1,1,0,2,3,0.7142857142857143
77500,1047,74,2,3,3,2,7,0.9
63000,1016,62,2,2,4,1,7,1.0
83000,1482,56,2,3,2,2,7,0.5833333333333334
64000,1067,60,2,1,0,2,7,0.9
45000,900,50,1,2,1,2,7,1.0
114500,1022,112,3,3,4,2,7,0.6666666666666666
156000,1209,129,4,1,0,2,3,0.875
64000,955,67,2,1,0,3,7,0.1111111111111111
62410,790,79,2,1,0,2,3,0.9166666666666666
53500,1115,48,1,1,0,2,3,0.07142857142857142
50000,1163,43,1,1,0,2,7,0.4444444444444444
61000,1220,50,2,1,2,1,7,0.6
32000,821,39,1,2,0,2,7,0.5714285714285714
60000,1277,47,1,3,0,2,7,0.3
102500,1139,90,3,1,0,1,3,0.3
160000,1739,92,2,3,1,2,7,0.4666666666666667
250000,2232,112,3,1,0,1,7,0.5555555555555556
111800,1300,86,3,1,0,2,3,0.6666666666666666
165000,1250,132,3,1,0,2,3,0.875
95000,1173,81,2,1,0,1,7,0.3
84200,1153,73,2,1,0,1,3,0.9
59000,1204,49,1,1,0,2,7,0.4166666666666667
58500,975,60,2,2,2,3,5,0.7777777777777778
108000,1000,108,3,2,1,1,7,0.8333333333333334
37500,987,38,1,2,1,1,7,0.6666666666666666
33000,600,55,2,1,0,2,3,0.8
135000,964,140,4,3,1,1,7,0.8181818181818182
82000,1038,79,3,2,2,1,7,0.9166666666666666
55500,1156,48,1,1,0,2,7,0.6666666666666666
285000,1629,175,4,2,1,1,7,0.2
32500,707,46,1,2,0,3,3,1.0
71000,1092,65,2,3,3,2,7,0.7
67000,957,70,3,1,4,1,7,0.2
46500,816,57,2,0,2,1,5,0.8
37500,987,38,2,2,0,1,5,0.25
49500,1076,46,2,1,2,3,1,0.75
57000,1140,50,2,1,0,1,7,0.9166666666666666
61000,1052,58,3,1,2,2,1,0.2
63000,1260,50,2,3,1,1,7,0.3333333333333333
160000,889,180,3,1,2,1,7,0.42857142857142855
41400,600,69,2,1,0,2,3,0.6
60200,1180,51,2,1,3,1,7,0.4
75000,1000,75,2,1,0,2,7,0.3333333333333333
99000,1065,93,2,1,0,1,7,0.6
71500,1051,68,2,3,1,1,7,1.0
90000,1125,80,2,2,4,1,7,0.9
86500,883,98,3,3,1,1,3,0.35714285714285715
60000,1200,50,1,1,0,1,7,0.8
48000,1067,45,2,1,0,3,5,0.4444444444444444
60500,1163,52,1,1,2,2,7,0.6666666666666666
135000,1227,110,3,1,3,2,7,0.7
34500,885,39,1,1,0,2,3,0.9
47000,797,59,2,2,2,2,7,0.14285714285714285
53500,743,72,2,1,2,1,7,1.0
70500,966,73,2,0,2,2,7,0.8
50500,1262,40,1,1,2,3,7,0.5555555555555556
46835,850,55,1,2,0,2,7,0.75
51000,440,116,3,3,0,1,4,0.3333333333333333
44000,1158,38,2,1,2,1,5,1.0
126500,1081,117,3,3,1,1,7,0.6666666666666666
